,USAF,YR--MODAHRMN,TEMP,MAX,MIN,Celsius
2138,29980,201707292300,60.00,,,16
2139,29980,201707300000,58.00,,,14
2140,29980,201707300100,58.00,,,14
2141,29980,201707300200,57.00,,,14
2142,29980,201707300300,58.00,,,14
2143,29980,201707300400,60.00,,,16
2144,29980,201707300500,62.00,,,17
2145,29980,201707300600,65.00,65.00,56.00,18
2146,29980,201707300700,67.00,,,19
2147,29980,201707300800,68.00,,,20
2148,29980,201707300900,69.00,,,21
2149,29980,201707301000,70.00,,,21
2150,29980,201707301100,71.00,,,22
2151,29980,201707301200,72.00,,,22
2152,29980,201707301300,72.00,,,22
2153,29980,201707301400,73.00,,,23
2154,29980,201707301500,71.00,,,22
2155,29980,201707301600,69.00,,,21
2156,29980,201707301700,67.00,,,19
2157,29980,201707301800,65.00,73.00,64.00,18
2158,29980,201707301900,63.00,,,17
2159,29980,201707302000,63.00,,,17
2160,29980,201707302100,61.00,,,16
2161,29980,201707302200,60.00,,,16
2162,29980,201707302300,59.00,,,15
2163,29980,201707310000,60.00,,,16
2164,29980,201707310100,61.00,,,16
2165,29980,201707310200,62.00,,,17
2166,29980,201707310300,61.00,,,16
2167,29980,201707310400,62.00,,,17
2168,29980,201707310500,62.00,,,17
2169,29980,201707310600,63.00,65.00,59.00,17
2170,29980,201707310700,66.00,,,19
2171,29980,201707310800,65.00,,,18
2172,29980,201707310900,64.00,,,18
2173,29980,201707311000,65.00,,,18
2174,29980,201707311100,66.00,,,19
2175,29980,201707311200,66.00,,,19
2176,29980,201707311300,67.00,,,19
2177,29980,201707311400,72.00,,,22
2178,29980,201707311500,71.00,,,22
2179,29980,201707311600,70.00,,,21
2180,29980,201707311700,68.00,,,20
2181,29980,201707311800,65.00,72.00,63.00,18
2182,29980,201707311900,64.00,,,18
2183,29980,201707312000,62.00,,,17
2184,29980,201707312100,61.00,,,16
2185,29980,201707312200,61.00,,,16
2186,29980,201707312300,61.00,,,16
2187,29980,201708010000,61.00,,,16
2188,29980,201708010100,60.00,,,16
2189,29980,201708010200,60.00,,,16
2190,29980,201708010300,61.00,,,16
2191,29980,201708010400,64.00,,,18
2192,29980,201708010500,66.00,,,19
2193,29980,201708010600,69.00,69.00,60.00,21
2194,29980,201708010700,70.00,,,21
2195,29980,201708010800,70.00,,,21
2196,29980,201708010900,71.00,,,22
2197,29980,201708011000,73.00,,,23
2198,29980,201708011100,73.00,,,23
2199,29980,201708011200,72.00,,,22
2200,29980,201708011300,72.00,,,22
2201,29980,201708011400,71.00,,,22
2202,29980,201708011500,67.00,,,19
2203,29980,201708011600,67.00,,,19
2204,29980,201708011700,66.00,,,19
2205,29980,201708011800,65.00,74.00,65.00,18
2206,29980,201708011900,63.00,,,17
2207,29980,201708012000,64.00,,,18
2208,29980,201708012100,63.00,,,17
2209,29980,201708012200,63.00,,,17
2210,29980,201708012300,63.00,,,17
2211,29980,201708020000,64.00,,,18
2212,29980,201708020100,64.00,,,18
2213,29980,201708020200,63.00,,,17
2214,29980,201708020300,62.00,,,17
2215,29980,201708020400,61.00,,,16
2216,29980,201708020500,60.00,,,16
2217,29980,201708020600,61.00,65.00,60.00,16
2218,29980,201708020700,61.00,,,16
2219,29980,201708020800,61.00,,,16
2220,29980,201708020900,61.00,,,16
2221,29980,201708021000,64.00,,,18
2222,29980,201708021100,67.00,,,19
2223,29980,201708021200,66.00,,,19
2224,29980,201708021300,69.00,,,21
2225,29980,201708021400,69.00,,,21
2226,29980,201708021500,67.00,,,19
2227,29980,201708021600,69.00,,,21
2228,29980,201708021700,68.00,,,20
2229,29980,201708021800,66.00,71.00,61.00,19
2230,29980,201708021900,64.00,,,18
2231,29980,201708022000,63.00,,,17
2232,29980,201708022100,62.00,,,17
2233,29980,201708022200,62.00,,,17
2234,29980,201708022300,61.00,,,16
2235,29980,201708030000,62.00,,,17
2236,29980,201708030100,61.00,,,16
2237,29980,201708030200,60.00,,,16
2238,29980,201708030300,61.00,,,16
2239,29980,201708030400,62.00,,,17
2240,29980,201708030500,64.00,,,18
2241,29980,201708030600,65.00,66.00,60.00,18
2242,29980,201708030700,68.00,,,20
2243,29980,201708030800,67.00,,,19
2244,29980,201708030900,67.00,,,19
2245,29980,201708031000,68.00,,,20
2246,29980,201708031100,68.00,,,20
2247,29980,201708031200,71.00,,,22
2248,29980,201708031300,71.00,,,22
2249,29980,201708031400,70.00,,,21
2250,29980,201708031500,69.00,,,21
2251,29980,201708031600,68.00,,,20
2252,29980,201708031700,66.00,,,19
2253,29980,201708031800,62.00,72.00,62.00,17
2254,29980,201708031900,61.00,,,16
2255,29980,201708032000,60.00,,,16
2256,29980,201708032100,60.00,,,16
2257,29980,201708032200,61.00,,,16
2258,29980,201708032300,61.00,,,16
2259,29980,201708040000,61.00,,,16
2260,29980,201708040100,61.00,,,16
2261,29980,201708040200,60.00,,,16
2262,29980,201708040300,59.00,,,15
2263,29980,201708040400,59.00,,,15
2264,29980,201708040500,58.00,,,14
2265,29980,201708040600,58.00,62.00,58.00,14
2266,29980,201708040700,58.00,,,14
2267,29980,201708040800,59.00,,,15
2268,29980,201708040900,61.00,,,16
2269,29980,201708041000,62.00,,,17
2270,29980,201708041100,63.00,,,17
2271,29980,201708041200,66.00,,,19
2272,29980,201708041300,68.00,,,20
2273,29980,201708041400,68.00,,,20
2274,29980,201708041500,66.00,,,19
2275,29980,201708041600,65.00,,,18
2276,29980,201708041700,64.00,,,18
2277,29980,201708041800,63.00,69.00,58.00,17
2278,29980,201708041900,61.00,,,16
2279,29980,201708042000,61.00,,,16
2280,29980,201708042100,61.00,,,16
2281,29980,201708042200,59.00,,,15
2282,29980,201708042300,60.00,,,16
2283,29980,201708050000,60.00,,,16
2284,29980,201708050100,60.00,,,16
2285,29980,201708050200,59.00,,,15
2286,29980,201708050300,60.00,,,16
2287,29980,201708050400,60.00,,,16
2288,29980,201708050500,63.00,,,17
2289,29980,201708050600,64.00,64.00,59.00,18
2290,29980,201708050700,65.00,,,18
2291,29980,201708050800,65.00,,,18
2292,29980,201708050900,61.00,,,16
2293,29980,201708051000,65.00,,,18
2294,29980,201708051100,67.00,,,19
2295,29980,201708051200,67.00,,,19
2296,29980,201708051300,67.00,,,19
2297,29980,201708051400,67.00,,,19
2298,29980,201708051500,67.00,,,19
2299,29980,201708051600,64.00,,,18
2300,29980,201708051700,63.00,,,17
2301,29980,201708051800,62.00,68.00,61.00,17
2302,29980,201708051900,61.00,,,16
2303,29980,201708052000,62.00,,,17
2304,29980,201708052100,60.00,,,16
2305,29980,201708052200,59.00,,,15
2306,29980,201708052300,58.00,,,14
2307,29980,201708060000,60.00,,,16
2308,29980,201708060100,60.00,,,16
2309,29980,201708060200,60.00,,,16
2310,29980,201708060300,60.00,,,16
2311,29980,201708060400,60.00,,,16
2312,29980,201708060500,61.00,,,16
2313,29980,201708060600,63.00,63.00,59.00,17
2314,29980,201708060700,64.00,,,18
2315,29980,201708060800,64.00,,,18
2316,29980,201708060900,62.00,,,17
2317,29980,201708061000,67.00,,,19
2318,29980,201708061100,67.00,,,19
2319,29980,201708061200,67.00,,,19
2320,29980,201708061300,66.00,,,19
2321,29980,201708061400,59.00,,,15
2322,29980,201708061500,60.00,,,16
2323,29980,201708061600,60.00,,,16
2324,29980,201708061700,59.00,,,15
2325,29980,201708061800,58.00,69.00,58.00,14
2326,29980,201708061900,58.00,,,14
2327,29980,201708062000,58.00,,,14
2328,29980,201708062100,57.00,,,14
2329,29980,201708062200,58.00,,,14
2330,29980,201708062300,57.00,,,14
2331,29980,201708070000,57.00,,,14
2332,29980,201708070100,57.00,,,14
2333,29980,201708070200,57.00,,,14
2334,29980,201708070300,58.00,,,14
2335,29980,201708070400,58.00,,,14
2336,29980,201708070500,59.00,,,15
2337,29980,201708070600,60.00,60.00,57.00,16
2338,29980,201708070700,61.00,,,16
2339,29980,201708070800,64.00,,,18
2340,29980,201708070900,62.00,,,17
2341,29980,201708071000,63.00,,,17
2342,29980,201708071100,64.00,,,18
2343,29980,201708071200,63.00,,,17
2344,29980,201708071300,60.00,,,16
2345,29980,201708071400,64.00,,,18
2346,29980,201708071500,61.00,,,16
2347,29980,201708071600,63.00,,,17
2348,29980,201708071700,60.00,,,16
2349,29980,201708071800,58.00,66.00,58.00,14
2350,29980,201708071900,55.00,,,13
2351,29980,201708072000,56.00,,,13
2352,29980,201708072100,57.00,,,14
2353,29980,201708072200,56.00,,,13
2354,29980,201708072300,55.00,,,13
2355,29980,201708080000,55.00,,,13
2356,29980,201708080100,55.00,,,13
2357,29980,201708080400,59.00,,,15
2358,29980,201708080500,61.00,,,16
2359,29980,201708080600,63.00,63.00,53.00,17
2360,29980,201708080700,66.00,,,19
2361,29980,201708080800,68.00,,,20
2362,29980,201708080900,69.00,,,21
2363,29980,201708081000,68.00,,,20
2364,29980,201708081100,71.00,,,22
2365,29980,201708081200,71.00,,,22
2366,29980,201708081300,71.00,,,22
2367,29980,201708081400,70.00,,,21
2368,29980,201708081500,69.00,,,21
2369,29980,201708081600,67.00,,,19
2370,29980,201708081700,65.00,,,18
2371,29980,201708081800,63.00,71.00,62.00,17
2372,29980,201708081900,61.00,,,16
2373,29980,201708082000,60.00,,,16
2374,29980,201708082100,59.00,,,15
2375,29980,201708082200,58.00,,,14
2376,29980,201708082300,57.00,,,14
2377,29980,201708090000,57.00,,,14
2378,29980,201708090100,57.00,,,14
2379,29980,201708090200,57.00,,,14
2380,29980,201708090300,57.00,,,14
2381,29980,201708090400,58.00,,,14
2382,29980,201708090500,62.00,,,17
2383,29980,201708090600,64.00,64.00,56.00,18
2384,29980,201708090700,67.00,,,19
2385,29980,201708090800,67.00,,,19
2386,29980,201708090900,70.00,,,21
2387,29980,201708091000,68.00,,,20
2388,29980,201708091100,71.00,,,22
2389,29980,201708091200,71.00,,,22
2390,29980,201708091300,71.00,,,22
2391,29980,201708091400,72.00,,,22
2392,29980,201708091500,69.00,,,21
2393,29980,201708091600,68.00,,,20
2394,29980,201708091700,67.00,,,19
2395,29980,201708091800,65.00,72.00,64.00,18
2396,29980,201708091900,64.00,,,18
2397,29980,201708092000,64.00,,,18
2398,29980,201708092100,66.00,,,19
2399,29980,201708092200,67.00,,,19
2400,29980,201708092300,66.00,,,19
2401,29980,201708100000,65.00,,,18
2402,29980,201708100100,64.00,,,18
2403,29980,201708100200,64.00,,,18
2404,29980,201708100300,64.00,,,18
2405,29980,201708100400,64.00,,,18
2406,29980,201708100500,65.00,,,18
2407,29980,201708100600,64.00,67.00,63.00,18
2408,29980,201708100700,65.00,,,18
2409,29980,201708100800,65.00,,,18
2410,29980,201708100900,67.00,,,19
2411,29980,201708101000,68.00,,,20
2412,29980,201708101100,70.00,,,21
2413,29980,201708101200,72.00,,,22
2414,29980,201708101300,71.00,,,22
2415,29980,201708101400,70.00,,,21
2416,29980,201708101500,70.00,,,21
2417,29980,201708101600,67.00,,,19
2418,29980,201708101700,65.00,,,18
2419,29980,201708101800,63.00,72.00,63.00,17
2420,29980,201708101900,62.00,,,17
2421,29980,201708102000,61.00,,,16
2422,29980,201708102100,60.00,,,16
2423,29980,201708102200,61.00,,,16
2424,29980,201708102300,60.00,,,16
2425,29980,201708110000,59.00,,,15
2426,29980,201708110100,58.00,,,14
2427,29980,201708110200,57.00,,,14
2428,29980,201708110300,58.00,,,14
2429,29980,201708110400,58.00,,,14
2430,29980,201708110500,62.00,,,17
2431,29980,201708110600,65.00,65.00,57.00,18
2432,29980,201708110700,64.00,,,18
2433,29980,201708110800,68.00,,,20
2434,29980,201708110900,68.00,,,20
2435,29980,201708111000,69.00,,,21
2436,29980,201708111100,70.00,,,21
2437,29980,201708111200,71.00,,,22
2438,29980,201708111300,71.00,,,22
2439,29980,201708111400,72.00,,,22
2440,29980,201708111500,71.00,,,22
2441,29980,201708111600,69.00,,,21
2442,29980,201708111700,67.00,,,19
2443,29980,201708111800,64.00,72.00,63.00,18
2444,29980,201708111900,63.00,,,17
2445,29980,201708112000,61.00,,,16
2446,29980,201708112100,60.00,,,16
2447,29980,201708112200,61.00,,,16
2448,29980,201708112300,61.00,,,16
2449,29980,201708120000,63.00,,,17
2450,29980,201708120100,63.00,,,17
2451,29980,201708120200,62.00,,,17
2452,29980,201708120300,60.00,,,16
2453,29980,201708120400,64.00,,,18
2454,29980,201708120500,64.00,,,18
2455,29980,201708120600,67.00,67.00,60.00,19
2456,29980,201708120700,68.00,,,20
2457,29980,201708120800,71.00,,,22
2458,29980,201708120900,73.00,,,23
2459,29980,201708121000,73.00,,,23
2460,29980,201708121100,74.00,,,23
2461,29980,201708121200,74.00,,,23
2462,29980,201708121300,77.00,,,25
2463,29980,201708121400,74.00,,,23
2464,29980,201708121500,74.00,,,23
2465,29980,201708121600,71.00,,,22
2466,29980,201708121700,63.00,,,17
2467,29980,201708121800,64.00,77.00,62.00,18
2468,29980,201708121900,63.00,,,17
2469,29980,201708122000,64.00,,,18
2470,29980,201708122100,64.00,,,18
2471,29980,201708122200,64.00,,,18
2472,29980,201708122300,64.00,,,18
2473,29980,201708130000,63.00,,,17
2474,29980,201708130100,63.00,,,17
2475,29980,201708130200,63.00,,,17
2476,29980,201708130300,62.00,,,17
2477,29980,201708130400,62.00,,,17
2478,29980,201708130500,64.00,,,18
2479,29980,201708130600,63.00,65.00,62.00,17
2480,29980,201708130700,64.00,,,18
2481,29980,201708130800,65.00,,,18
2482,29980,201708130900,65.00,,,18
2483,29980,201708131000,65.00,,,18
2484,29980,201708131100,68.00,,,20
2485,29980,201708131200,68.00,,,20
2486,29980,201708131300,66.00,,,19
2487,29980,201708131400,69.00,,,21
2488,29980,201708131500,66.00,,,19
2489,29980,201708131600,63.00,,,17
2490,29980,201708131700,62.00,,,17
2491,29980,201708131800,61.00,70.00,61.00,16
2492,29980,201708131900,61.00,,,16
2493,29980,201708132000,59.00,,,15
2494,29980,201708132100,58.00,,,14
2495,29980,201708132200,58.00,,,14
2496,29980,201708132300,55.00,,,13
2497,29980,201708140000,55.00,,,13
2498,29980,201708140100,52.00,,,11
2499,29980,201708140200,51.00,,,11
2500,29980,201708140300,50.00,,,10
2501,29980,201708140400,53.00,,,12
2502,29980,201708140500,56.00,,,13
2503,29980,201708140600,59.00,61.00,50.00,15
2504,29980,201708140700,62.00,,,17
2505,29980,201708140800,64.00,,,18
2506,29980,201708140900,67.00,,,19
2507,29980,201708141000,67.00,,,19
2508,29980,201708141100,67.00,,,19
2509,29980,201708141200,68.00,,,20
2510,29980,201708141300,68.00,,,20
2511,29980,201708141400,69.00,,,21
2512,29980,201708141500,68.00,,,20
2513,29980,201708141600,68.00,,,20
2514,29980,201708141700,66.00,,,19
2515,29980,201708141800,64.00,70.00,60.00,18
2516,29980,201708141900,61.00,,,16
2517,29980,201708142000,60.00,,,16
2518,29980,201708142100,58.00,,,14
2519,29980,201708142200,56.00,,,13
2520,29980,201708142300,55.00,,,13
2521,29980,201708150000,55.00,,,13
2522,29980,201708150100,55.00,,,13
2523,29980,201708150200,53.00,,,12
2524,29980,201708150300,54.00,,,12
2525,29980,201708150400,57.00,,,14
2526,29980,201708150500,60.00,,,16
2527,29980,201708150600,62.00,63.00,53.00,17
2528,29980,201708150700,63.00,,,17
2529,29980,201708150800,64.00,,,18
2530,29980,201708150900,66.00,,,19
2531,29980,201708151000,66.00,,,19
2532,29980,201708151100,67.00,,,19
2533,29980,201708151300,68.00,,,20
2534,29980,201708151400,67.00,,,19
2535,29980,201708151500,68.00,,,20
2536,29980,201708151600,64.00,,,18
2537,29980,201708151700,62.00,,,17
2538,29980,201708152100,59.00,,,15
2539,29980,201708152200,56.00,,,13
2540,29980,201708152300,55.00,,,13
2541,29980,201708160000,56.00,,,13
2542,29980,201708160100,57.00,,,14
2543,29980,201708160200,56.00,,,13
2544,29980,201708160300,57.00,,,14
2545,29980,201708160400,57.00,,,14
2546,29980,201708160500,61.00,,,16
2547,29980,201708160600,63.00,63.00,54.00,17
2548,29980,201708160700,64.00,,,18
2549,29980,201708160800,64.00,,,18
2550,29980,201708160900,66.00,,,19
2551,29980,201708161000,65.00,,,18
2552,29980,201708161100,65.00,,,18
2553,29980,201708161200,67.00,,,19
2554,29980,201708161300,68.00,,,20
2555,29980,201708161400,69.00,,,21
2556,29980,201708161500,69.00,,,21
2557,29980,201708161600,67.00,,,19
2558,29980,201708161700,67.00,,,19
2559,29980,201708161800,66.00,69.00,63.00,19
2560,29980,201708161900,65.00,,,18
2561,29980,201708162000,65.00,,,18
2562,29980,201708162100,65.00,,,18
2563,29980,201708162200,65.00,,,18
2564,29980,201708162300,63.00,,,17
2565,29980,201708170000,64.00,,,18
2566,29980,201708170100,63.00,,,17
2567,29980,201708170200,63.00,,,17
2568,29980,201708170300,63.00,,,17
2569,29980,201708170400,63.00,,,17
2570,29980,201708170500,63.00,,,17
2571,29980,201708170600,64.00,66.00,62.00,18
2572,29980,201708170700,64.00,,,18
2573,29980,201708170800,65.00,,,18
2574,29980,201708170900,66.00,,,19
2575,29980,201708171000,69.00,,,21
2576,29980,201708171100,71.00,,,22
2577,29980,201708171200,72.00,,,22
2578,29980,201708171300,72.00,,,22
2579,29980,201708171400,69.00,,,21
2580,29980,201708171500,70.00,,,21
2581,29980,201708171600,70.00,,,21
2582,29980,201708171700,69.00,,,21
2583,29980,201708171800,67.00,73.00,64.00,19
2584,29980,201708171900,66.00,,,19
2585,29980,201708172000,65.00,,,18
2586,29980,201708172100,64.00,,,18
2587,29980,201708172200,65.00,,,18
2588,29980,201708172300,64.00,,,18
2589,29980,201708180000,63.00,,,17
2590,29980,201708180100,63.00,,,17
2591,29980,201708180200,62.00,,,17
2592,29980,201708180300,62.00,,,17
2593,29980,201708180400,64.00,,,18
2594,29980,201708180500,64.00,,,18
2595,29980,201708180600,65.00,68.00,61.00,18
2596,29980,201708180700,64.00,,,18
2597,29980,201708180800,65.00,,,18
2598,29980,201708180900,68.00,,,20
2599,29980,201708181000,67.00,,,19
2600,29980,201708181100,67.00,,,19
2601,29980,201708181200,68.00,,,20
2602,29980,201708181300,67.00,,,19
2603,29980,201708181400,67.00,,,19
2604,29980,201708181500,67.00,,,19
2605,29980,201708181600,66.00,,,19
2606,29980,201708181700,64.00,,,18
2607,29980,201708181800,62.00,70.00,62.00,17
2608,29980,201708181900,61.00,,,16
2609,29980,201708182000,61.00,,,16
2610,29980,201708182100,62.00,,,17
2611,29980,201708182200,63.00,,,17
2612,29980,201708182300,64.00,,,18
2613,29980,201708190000,64.00,,,18
2614,29980,201708190100,63.00,,,17
2615,29980,201708190200,64.00,,,18
2616,29980,201708190300,63.00,,,17
2617,29980,201708190400,64.00,,,18
2618,29980,201708190500,64.00,,,18
2619,29980,201708190600,64.00,64.00,60.00,18
2620,29980,201708190700,64.00,,,18
2621,29980,201708190800,64.00,,,18
2622,29980,201708190900,66.00,,,19
2623,29980,201708191000,65.00,,,18
2624,29980,201708191100,66.00,,,19
2625,29980,201708191200,66.00,,,19
2626,29980,201708191300,69.00,,,21
2627,29980,201708191400,71.00,,,22
2628,29980,201708191500,69.00,,,21
2629,29980,201708191600,65.00,,,18
2630,29980,201708191700,64.00,,,18
2631,29980,201708191800,63.00,72.00,63.00,17
2632,29980,201708191900,64.00,,,18
2633,29980,201708192000,64.00,,,18
2634,29980,201708192100,63.00,,,17
2635,29980,201708192200,63.00,,,17
2636,29980,201708192300,63.00,,,17
2637,29980,201708200000,63.00,,,17
2638,29980,201708200100,62.00,,,17
2639,29980,201708200200,62.00,,,17
2640,29980,201708200300,61.00,,,16
2641,29980,201708200400,61.00,,,16
2642,29980,201708200500,62.00,,,17
2643,29980,201708200600,64.00,64.00,60.00,18
2644,29980,201708200700,65.00,,,18
2645,29980,201708200800,65.00,,,18
2646,29980,201708200900,65.00,,,18
2647,29980,201708201000,65.00,,,18
2648,29980,201708201100,67.00,,,19
2649,29980,201708201200,66.00,,,19
2650,29980,201708201300,61.00,,,16
2651,29980,201708201400,65.00,,,18
2652,29980,201708201500,64.00,,,18
2653,29980,201708201600,64.00,,,18
2654,29980,201708201700,63.00,,,17
2655,29980,201708201800,61.00,68.00,61.00,16
2656,29980,201708201900,60.00,,,16
2657,29980,201708202000,61.00,,,16
2658,29980,201708202100,61.00,,,16
2659,29980,201708202200,60.00,,,16
2660,29980,201708202300,60.00,,,16
2661,29980,201708210000,59.00,,,15
2662,29980,201708210100,59.00,,,15
2663,29980,201708210200,59.00,,,15
2664,29980,201708210300,58.00,,,14
2665,29980,201708210400,59.00,,,15
2666,29980,201708210500,61.00,,,16
2667,29980,201708210600,62.00,62.00,58.00,17
2668,29980,201708210700,63.00,,,17
2669,29980,201708210800,63.00,,,17
2670,29980,201708210900,63.00,,,17
2671,29980,201708211000,64.00,,,18
2672,29980,201708211100,64.00,,,18
2673,29980,201708211200,64.00,,,18
2674,29980,201708211300,65.00,,,18
2675,29980,201708211400,66.00,,,19
2676,29980,201708211500,64.00,,,18
2677,29980,201708211600,64.00,,,18
2678,29980,201708211700,62.00,,,17
2679,29980,201708211800,61.00,66.00,61.00,16
2680,29980,201708211900,60.00,,,16
2681,29980,201708212000,58.00,,,14
2682,29980,201708212100,58.00,,,14
2683,29980,201708212200,57.00,,,14
2684,29980,201708212300,56.00,,,13
2685,29980,201708220000,56.00,,,13
2686,29980,201708220100,55.00,,,13
2687,29980,201708220200,55.00,,,13
2688,29980,201708220300,54.00,,,12
2689,29980,201708220400,55.00,,,13
2690,29980,201708220500,57.00,,,14
2691,29980,201708220600,57.00,61.00,54.00,14
2692,29980,201708220700,58.00,,,14
2693,29980,201708220800,59.00,,,15
2694,29980,201708220900,61.00,,,16
2695,29980,201708221000,62.00,,,17
2696,29980,201708221100,63.00,,,17
2697,29980,201708221200,62.00,,,17
2698,29980,201708221300,64.00,,,18
2699,29980,201708221400,64.00,,,18
2700,29980,201708221500,64.00,,,18
2701,29980,201708221600,64.00,,,18
2702,29980,201708221700,61.00,,,16
2703,29980,201708221800,59.00,65.00,57.00,15
2704,29980,201708221900,57.00,,,14
2705,29980,201708222000,56.00,,,13
2706,29980,201708222100,57.00,,,14
2707,29980,201708222200,54.00,,,12
2708,29980,201708222300,53.00,,,12
2709,29980,201708230000,52.00,,,11
2710,29980,201708230100,51.00,,,11
2711,29980,201708230200,51.00,,,11
2712,29980,201708230300,50.00,,,10
2713,29980,201708230400,50.00,,,10
2714,29980,201708230500,51.00,,,11
2715,29980,201708230600,53.00,60.00,50.00,12
2716,29980,201708230700,55.00,,,13
2717,29980,201708230800,55.00,,,13
2718,29980,201708230900,58.00,,,14
2719,29980,201708231000,61.00,,,16
2720,29980,201708231100,62.00,,,17
2721,29980,201708231200,63.00,,,17
2722,29980,201708231300,62.00,,,17
2723,29980,201708231400,62.00,,,17
2724,29980,201708231500,62.00,,,17
2725,29980,201708231600,61.00,,,16
2726,29980,201708231700,60.00,,,16
2727,29980,201708231800,58.00,63.00,53.00,14
2728,29980,201708231900,57.00,,,14
2729,29980,201708232000,55.00,,,13
2730,29980,201708232100,54.00,,,12
2731,29980,201708232200,54.00,,,12
2732,29980,201708232300,53.00,,,12
2733,29980,201708240000,52.00,,,11
2734,29980,201708240100,51.00,,,11
2735,29980,201708240200,51.00,,,11
2736,29980,201708240300,51.00,,,11
2737,29980,201708240400,51.00,,,11
2738,29980,201708240500,52.00,,,11
2739,29980,201708240600,54.00,58.00,51.00,12
2740,29980,201708240700,55.00,,,13
2741,29980,201708240800,57.00,,,14
2742,29980,201708240900,59.00,,,15
2743,29980,201708241000,61.00,,,16
2744,29980,201708241100,62.00,,,17
2745,29980,201708241200,63.00,,,17
2746,29980,201708241300,63.00,,,17
2747,29980,201708241400,61.00,,,16
2748,29980,201708241500,60.00,,,16
2749,29980,201708241600,58.00,,,14
2750,29980,201708241700,57.00,,,14
2751,29980,201708241800,54.00,65.00,54.00,12
2752,29980,201708241900,52.00,,,11
2753,29980,201708242000,50.00,,,10
2754,29980,201708242100,49.00,,,9
2755,29980,201708242200,49.00,,,9
2756,29980,201708242300,49.00,,,9
2757,29980,201708250000,48.00,,,9
2758,29980,201708250100,48.00,,,9
2759,29980,201708250200,48.00,,,9
2760,29980,201708250300,47.00,,,8
2761,29980,201708250400,49.00,,,9
2762,29980,201708250500,50.00,,,10
2763,29980,201708250600,51.00,54.00,47.00,11
2764,29980,201708250700,53.00,,,12
2765,29980,201708250800,54.00,,,12
2766,29980,201708250900,56.00,,,13
2767,29980,201708251000,56.00,,,13
2768,29980,201708251100,56.00,,,13
2769,29980,201708251200,57.00,,,14
2770,29980,201708251300,56.00,,,13
2771,29980,201708251400,55.00,,,13
2772,29980,201708251500,55.00,,,13
2773,29980,201708251600,54.00,,,12
2774,29980,201708251700,54.00,,,12
2775,29980,201708251800,53.00,57.00,51.00,12
2776,29980,201708251900,52.00,,,11
2777,29980,201708252000,52.00,,,11
2778,29980,201708252100,51.00,,,11
2779,29980,201708252200,49.00,,,9
2780,29980,201708252300,47.00,,,8
2781,29980,201708260000,46.00,,,8
2782,29980,201708260100,45.00,,,7
2783,29980,201708260200,44.00,,,7
2784,29980,201708260300,46.00,,,8
2785,29980,201708260400,48.00,,,9
2786,29980,201708260500,50.00,,,10
2787,29980,201708260600,53.00,53.00,44.00,12
2788,29980,201708260700,56.00,,,13
2789,29980,201708260800,57.00,,,14
2790,29980,201708260900,56.00,,,13
2791,29980,201708261000,59.00,,,15
2792,29980,201708261100,60.00,,,16
2793,29980,201708261200,53.00,,,12
2794,29980,201708261300,58.00,,,14
2795,29980,201708261400,56.00,,,13
2796,29980,201708261500,53.00,,,12
2797,29980,201708261600,53.00,,,12
2798,29980,201708261700,54.00,,,12
2799,29980,201708261800,51.00,61.00,51.00,11
2800,29980,201708261900,49.00,,,9
2801,29980,201708262000,49.00,,,9
2802,29980,201708262100,47.00,,,8
2803,29980,201708262200,47.00,,,8
2804,29980,201708262300,46.00,,,8
2805,29980,201708270000,45.00,,,7
2806,29980,201708270100,45.00,,,7
2807,29980,201708270200,44.00,,,7
2808,29980,201708270300,43.00,,,6
2809,29980,201708270400,43.00,,,6
2810,29980,201708270500,47.00,,,8
2811,29980,201708270600,51.00,51.00,43.00,11
2812,29980,201708270700,53.00,,,12
2813,29980,201708270800,54.00,,,12
2814,29980,201708270900,55.00,,,13
2815,29980,201708271000,58.00,,,14
2816,29980,201708271100,58.00,,,14
2817,29980,201708271200,58.00,,,14
2818,29980,201708271300,57.00,,,14
2819,29980,201708271400,57.00,,,14
2820,29980,201708271500,56.00,,,13
2821,29980,201708271600,55.00,,,13
2822,29980,201708271700,55.00,,,13
2823,29980,201708271800,52.00,59.00,51.00,11
2824,29980,201708271900,50.00,,,10
2825,29980,201708272000,49.00,,,9
2826,29980,201708272100,49.00,,,9
2827,29980,201708272200,49.00,,,9
2828,29980,201708272300,48.00,,,9
2829,29980,201708280000,49.00,,,9
2830,29980,201708280100,49.00,,,9
2831,29980,201708280200,48.00,,,9
2832,29980,201708280300,49.00,,,9
2833,29980,201708280400,49.00,,,9
2834,29980,201708280500,50.00,,,10
2835,29980,201708280600,52.00,52.00,48.00,11
2836,29980,201708280700,54.00,,,12
2837,29980,201708280800,57.00,,,14
2838,29980,201708281000,58.00,,,14
2839,29980,201708281100,58.00,,,14
2840,29980,201708281200,59.00,,,15
2841,29980,201708281300,61.00,,,16
2842,29980,201708281400,60.00,,,16
2843,29980,201708281500,58.00,,,14
2844,29980,201708281600,58.00,,,14
2845,29980,201708281700,56.00,,,13
2846,29980,201708281800,55.00,62.00,52.00,13
2847,29980,201708281900,53.00,,,12
2848,29980,201708282000,52.00,,,11
2849,29980,201708282100,50.00,,,10
2850,29980,201708282200,49.00,,,9
2851,29980,201708282300,49.00,,,9
2852,29980,201708290000,49.00,,,9
2853,29980,201708290100,47.00,,,8
